date,precip_mm,year,month,temp_c,wind_u,wind_v,solar_rad
2027-11-16 00:00:00,0.000344494,2027,11,290.4198,-3.5819647,-0.049383856,127.69937
2027-12-16 12:00:00,0.00025234805,2027,12,290.99673,-5.201979,0.81134236,142.334
2028-01-16 12:00:00,0.0002228266,2028,1,291.589,-6.4163,3.1536,149.05441
2028-02-15 12:00:00,0.000114284136,2028,2,292.17456,-8.079347,0.6237783,201.6141
2028-03-16 12:00:00,0.00031047984,2028,3,291.83698,-5.4196076,0.4920811,160.58124
2028-04-16 00:00:00,0.00027443265,2028,4,292.19556,-1.5413327,0.5727904,168.08963
2028-05-16 12:00:00,0.00019392089,2028,5,291.98462,-2.7835186,0.34668887,163.23782
2028-06-16 00:00:00,0.00033221953,2028,6,291.29276,-5.885913,-0.35131502,140.99268
2028-07-16 12:00:00,0.00010058358,2028,7,291.40002,-5.0229106,-0.3547208,208.78131
2028-08-16 12:00:00,0.00014990443,2028,8,291.72662,-5.091242,-0.3611329,190.15771
2028-09-16 00:00:00,0.00026005483,2028,9,291.89075,-3.5398297,-0.03024546,174.13579
2028-10-16 12:00:00,0.00039869672,2028,10,290.87415,-4.2473354,-0.20176123,121.156784
2028-11-16 00:00:00,0.00039963858,2028,11,291.03638,-4.3005295,0.5917323,119.54118
2028-12-16 12:00:00,0.0002515436,2028,12,291.14285,-6.233265,1.4039034,138.58545
2029-01-16 12:00:00,0.00020404227,2029,1,291.20462,-6.052619,2.546894,151.11588
2029-02-15 00:00:00,0.000113884395,2029,2,292.24615,-7.74482,0.9185859,225.94324
2029-03-16 12:00:00,0.00013445318,2029,3,292.08212,-4.3839064,0.72339016,201.44873
2029-04-16 00:00:00,0.00038354835,2029,4,291.67633,-1.48469,1.1184328,138.96667
2029-05-16 12:00:00,0.00024124511,2029,5,291.67822,-2.3845072,0.4235896,157.69756
2029-06-16 00:00:00,0.00022204798,2029,6,291.47885,-3.1046832,-0.35054508,157.35571
2029-07-16 12:00:00,0.00020099278,2029,7,291.44342,-6.826928,-1.0793446,169.99313
2029-08-16 12:00:00,0.00013263599,2029,8,291.84335,-5.1165686,-0.5678722,195.95062
2029-09-16 00:00:00,0.00022424731,2029,9,291.9532,-2.724533,0.34569559,165.02939
2029-10-16 12:00:00,0.0005391224,2029,10,291.477,-0.8225719,0.53040457,113.44707
2029-11-16 00:00:00,0.0004473689,2029,11,291.22668,-1.2585273,0.85307443,116.665955
2029-12-16 12:00:00,0.00028277445,2029,12,291.9148,-3.8537304,2.2700217,146.76134
2030-01-16 12:00:00,0.00014199494,2030,1,292.47473,-6.6045103,2.4535522,198.81787
2030-02-15 00:00:00,0.00038992742,2030,2,291.93237,-6.301249,1.7244474,127.80004
2030-03-16 12:00:00,0.0003090445,2030,3,292.536,-4.9887605,1.3598166,163.43988
2030-04-16 00:00:00,0.00034464593,2030,4,292.19077,-3.5426857,0.3438069,136.20404
2030-05-16 12:00:00,0.00037410157,2030,5,292.0504,-3.5227728,0.33052358,134.27344
2030-06-16 00:00:00,0.00037981104,2030,6,291.67297,-5.145744,-0.37303472,127.2641
2030-07-16 12:00:00,0.00024745567,2030,7,291.63773,-7.7844396,-1.1487323,155.26224
2030-08-16 12:00:00,0.00010737723,2030,8,291.9667,-6.1924086,-1.0349009,199.9568
2030-09-16 00:00:00,0.0002628771,2030,9,291.71765,-4.342168,-0.6874341,158.43549
2030-10-16 12:00:00,0.00042500082,2030,10,291.3887,-2.8367374,-0.63709456,132.09753
2030-11-16 00:00:00,0.00039932918,2030,11,290.9307,-1.6355731,0.63217086,123.43923
2030-12-16 12:00:00,0.00029736495,2030,12,291.03958,-4.6822224,0.88749737,124.48212
2031-01-16 12:00:00,0.00022211639,2031,1,291.38696,-5.927122,1.9564362,148.98508
2031-02-15 00:00:00,0.00032282685,2031,2,291.48163,-7.703738,0.6217965,156.5505
2031-03-16 12:00:00,0.00037324446,2031,3,291.65384,-4.275931,1.0615948,150.45668
2031-04-16 00:00:00,0.0004117383,2031,4,291.99042,-2.6564798,0.45788398,145.32278
2031-05-16 12:00:00,0.00029739406,2031,5,291.61572,-3.4059572,-0.26877043,157.3163
2031-06-16 00:00:00,0.00021637027,2031,6,291.46024,-3.319369,-0.16006131,161.21579
2031-07-16 12:00:00,0.0001658937,2031,7,291.46515,-6.4775076,0.0920405,183.1317
2031-08-16 12:00:00,0.00014987747,2031,8,291.98245,-6.3072705,-0.4973336,196.20549
2031-09-16 00:00:00,0.00036636842,2031,9,291.52673,-4.550679,-0.41137743,142.02739
2031-10-16 12:00:00,0.00035825986,2031,10,291.03143,-4.0878377,-0.30919576,130.43184
2031-11-16 00:00:00,0.00031393132,2031,11,290.8286,-4.6238875,0.1970744,128.97075
2031-12-16 12:00:00,0.00022014706,2031,12,290.97043,-6.408874,1.3626542,143.98251
2032-01-16 12:00:00,0.0003115617,2032,1,291.19162,-8.560951,0.8547618,133.96417
2032-02-15 12:00:00,0.00030192966,2032,2,291.4164,-6.8743076,2.2392097,137.9498
2032-03-16 12:00:00,0.00029828792,2032,3,291.6214,-3.4838474,1.4215183,160.42123
2032-04-16 00:00:00,0.0004265972,2032,4,291.38702,-1.997911,0.8980422,130.21204
2032-05-16 12:00:00,0.00020838817,2032,5,291.42957,-0.95123106,-0.16214497,146.81372
2032-06-16 00:00:00,0.00016467064,2032,6,291.23795,-2.4901414,-0.49990058,162.1839
2032-07-16 12:00:00,0.00024173266,2032,7,291.07996,-4.5809426,-0.86150765,162.82793
2032-08-16 12:00:00,0.00023448674,2032,8,291.57217,-4.7714243,-0.79254633,167.31465
2032-09-16 00:00:00,0.00019460231,2032,9,291.92407,-4.1607933,-0.26178995,184.24062
2032-10-16 12:00:00,0.00042382465,2032,10,291.37164,-0.55136883,0.53240794,134.26208
2032-11-16 00:00:00,0.00031242048,2032,11,291.18472,-0.7030559,0.67366475,137.51927
2032-12-16 12:00:00,0.00027031705,2032,12,291.19064,-4.6353745,2.1288383,127.419785
2033-01-16 12:00:00,0.00022037487,2033,1,291.7857,-6.452568,2.1719718,155.19797
2033-02-15 00:00:00,0.00032325974,2033,2,291.9958,-7.243794,1.3913277,138.70032
2033-03-16 12:00:00,0.0002936988,2033,3,292.51886,-6.4819784,0.75249577,163.18492
2033-04-16 00:00:00,0.00021736801,2033,4,292.96356,-3.9143252,0.41907865,181.87338
2033-05-16 12:00:00,0.00025610943,2033,5,292.5277,-4.4393735,0.07935654,168.82315
2033-06-16 00:00:00,0.00021441185,2033,6,292.23566,-5.7295985,-0.92478645,169.2193
2033-07-16 12:00:00,0.00022730601,2033,7,291.86646,-5.623285,-1.2596722,164.46391
2033-08-16 12:00:00,0.00014661095,2033,8,292.16666,-5.8783937,-1.1384789,185.53374
2033-09-16 00:00:00,0.0003560806,2033,9,291.50992,-5.003241,-0.88926744,142.28627
2033-10-16 12:00:00,0.00047765853,2033,10,291.19354,-2.3015862,-0.37649557,113.61476
2033-11-16 00:00:00,0.00030277367,2033,11,290.76218,-3.622056,0.033663478,138.10478
2033-12-16 12:00:00,0.00020976299,2033,12,291.24115,-4.424288,2.0309248,168.66269
2034-01-16 12:00:00,0.00022634337,2034,1,291.1548,-7.560704,0.9940611,141.03569
2034-02-15 00:00:00,0.00030841643,2034,2,291.44357,-6.0393744,1.5776644,137.88504
2034-03-16 12:00:00,0.00040874814,2034,3,291.57336,-4.624853,0.8452685,130.57317
2034-04-16 00:00:00,0.00030191155,2034,4,291.52063,-1.2616057,1.2585762,153.43771
2034-05-16 12:00:00,0.00034010276,2034,5,291.32367,-2.416864,0.3913794,143.38141
2034-06-16 00:00:00,0.00022228186,2034,6,291.03555,-6.472367,-0.2792945,150.20743
2034-07-16 12:00:00,0.0001307567,2034,7,291.32288,-7.463913,-0.5257104,187.83456
2034-08-16 12:00:00,0.000205037,2034,8,291.3568,-6.6253753,-0.7777517,170.61807
2034-09-16 00:00:00,0.00025954042,2034,9,291.8485,-4.7414465,-0.1560907,178.90979
2034-10-16 12:00:00,0.00045111444,2034,10,290.97128,-3.4487267,0.26531363,125.41583
2034-11-16 00:00:00,0.00033468107,2034,11,290.72467,-4.4336343,0.22503483,124.28286
2034-12-16 12:00:00,0.00036615404,2034,12,290.9356,-6.7054367,1.2970576,114.08621
2035-01-16 12:00:00,0.00027033789,2035,1,291.26923,-7.9467893,0.7198353,133.70224
2035-02-15 00:00:00,0.0002497915,2035,2,291.48654,-7.751791,1.3728255,148.99786
2035-03-16 12:00:00,0.0003804174,2035,3,291.93973,-5.0226607,0.89375705,156.04416
2035-04-16 00:00:00,0.00032315738,2035,4,291.58466,-2.5606828,0.6394133,145.48688
2035-05-16 12:00:00,0.0003136007,2035,5,291.41763,-3.2844224,0.34551203,147.06273
2035-06-16 00:00:00,0.0002225541,2035,6,291.08035,-6.17299,-1.0857804,154.98135
2035-07-16 12:00:00,9.1579845e-05,2035,7,291.76367,-5.743406,-0.54750806,206.21574
2035-08-16 12:00:00,0.00014703313,2035,8,291.4657,-5.68644,-0.9568942,189.4096
2035-09-16 00:00:00,0.00019378134,2035,9,291.93524,-2.494153,0.7412889,182.499
2035-10-16 12:00:00,0.00053014734,2035,10,291.15625,0.09757093,0.68680125,116.38089
2035-11-16 00:00:00,0.00039567056,2035,11,290.7839,-0.9754687,1.0127765,111.22714
2035-12-16 12:00:00,0.00028758816,2035,12,291.17926,-4.9570837,0.8998065,132.83939
2036-01-16 12:00:00,0.00021980428,2036,1,291.6603,-8.023808,0.99617326,168.5713
2036-02-15 12:00:00,0.00024334888,2036,2,291.6596,-6.446446,0.894384,158.68982
2036-03-16 12:00:00,0.00019613592,2036,3,292.17828,-5.018025,1.0082583,181.82483
2036-04-16 00:00:00,0.00040524395,2036,4,291.76636,-3.3244445,1.0448711,135.14761
2036-05-16 12:00:00,0.00021281932,2036,5,292.40344,-4.273264,0.29486692,182.53409
2036-06-16 00:00:00,0.0001588958,2036,6,292.02722,-7.1660447,-0.7766667,179.21872
2036-07-16 12:00:00,0.00012695097,2036,7,292.2294,-7.9638457,-0.35167554,199.38297
2036-08-16 12:00:00,9.967046e-05,2036,8,292.64478,-6.5646987,-0.40699178,226.02289
2036-09-16 00:00:00,0.00024558927,2036,9,292.5566,-3.517185,-0.14727822,186.63278
2036-10-16 12:00:00,0.0003726944,2036,10,291.83743,-3.2572517,-0.4596017,139.8562
2036-11-16 00:00:00,0.0005038805,2036,11,291.68555,-1.8794708,0.3315445,115.34794
2036-12-16 12:00:00,0.00020582118,2036,12,291.93475,-3.9398618,1.2552913,164.15683
2037-01-16 12:00:00,0.00024726125,2037,1,292.36835,-7.2237334,1.9964991,152.0871
2037-02-15 00:00:00,0.00026985304,2037,2,292.64395,-8.0927925,1.3087262,165.2402
2037-03-16 12:00:00,0.00018575175,2037,3,293.06854,-6.219366,0.459783,188.81271
2037-04-16 00:00:00,0.0003397502,2037,4,292.64563,-1.0732815,0.58072996,144.8826
2037-05-16 12:00:00,0.00032583528,2037,5,292.17297,-2.0756998,0.22931914,152.02202
2037-06-16 00:00:00,0.00023739146,2037,6,291.47598,-2.8670382,-0.46626002,155.8998
2037-07-16 12:00:00,0.00016059686,2037,7,291.63037,-5.9313827,-0.6610804,179.31299
2037-08-16 12:00:00,0.00012041637,2037,8,291.6742,-4.6498275,0.02790629,197.34183
2037-09-16 00:00:00,0.00020884146,2037,9,292.23785,-3.4481514,0.25316933,183.05194
2037-10-16 12:00:00,0.0003447859,2037,10,291.2345,-3.352795,-0.1508472,131.9739
2037-11-16 00:00:00,0.00029815643,2037,11,291.17435,-3.6381593,0.92271644,140.17743
2037-12-16 12:00:00,0.00014576694,2037,12,291.22357,-5.8840322,0.6335974,166.97989
2038-01-16 12:00:00,0.00016206787,2038,1,291.37723,-5.3050613,1.1755612,160.40659
2038-02-15 00:00:00,0.00022008913,2038,2,291.8233,-5.663982,1.1685036,164.67514
2038-03-16 12:00:00,0.00027987402,2038,3,291.69382,-4.8247805,1.1541739,157.36511
2038-04-16 00:00:00,0.00035097016,2038,4,291.7338,-3.817581,0.05522136,151.1561
2038-05-16 12:00:00,0.0002791175,2038,5,291.55212,-2.854593,-0.36440054,147.97934
2038-06-16 00:00:00,0.0001503558,2038,6,291.66705,-4.4585805,-0.8087527,171.12828
2038-07-16 12:00:00,0.00011404992,2038,7,291.73056,-5.9498744,-1.1745527,177.64278
2038-08-16 12:00:00,0.00016591308,2038,8,291.97595,-4.911796,-1.2587377,187.23271
2038-09-16 00:00:00,0.00021465428,2038,9,292.1385,-3.6692426,-0.44807658,174.79967
2038-10-16 12:00:00,0.00041892353,2038,10,291.06137,-1.9454442,0.3953972,119.98964
2038-11-16 00:00:00,0.00039746868,2038,11,291.22314,-2.4936714,0.007071448,118.9691
2038-12-16 12:00:00,0.00031183043,2038,12,291.42645,-5.474836,1.0451419,135.61865
2039-01-16 12:00:00,0.0001440789,2039,1,291.93738,-7.209772,1.784448,177.61502
